"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"2337","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","

                                    pocoO
                                
","Completed",9,"1 review","1 completed","
                    One of the best courses out there to learn python, OO programming and game
programming and English too. Un poco más difícil si tu inglés no es demasiado
bueno, pero con paciencia y rebobinando ;) you can doit. Also very good to
practice english ;). Thanks teachers!!


                "
"2338","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","1 completed","
                    I had only a rudimentary introduction to Perl and Python before this class.
While the material is not always easy, and a lot of topics and functions have
been covered relatively fast, the exercises and mini-projects are built in a
way that even relative beginners like me can follow with some effort and
frustration (which I'm sure anyone with programming experience can attest to
is par for the course), given the amount of time to go over them. Although I
would have liked the course to be longer/moved a little slower, or maybe even
take this course a second time in order to solidify what I learned, the course
designers did an excellent job at introducing a good deal of python
programming practices, functions, and design tips. The video lectures are
rarely too long or dry, and the fun mini-projects (which are essentially
simple versions of games like Pong, Blackjack, Asteroids, etc.) give us
incentive to make things work so we can actually play the results of our
efforts. Bravo to the course designers!


                "
"2339","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","1 completed","
                    This was a really great introduction to Python! I had experience in other
languages but not python and this was just what I needed to get the ""big
picture"". I LOVED CodeSkulptor because, as someone w/ a Mac, I'd had a
TERRIBLE time in other classes trying to install python & get it to work. I've
taken a half dozen MOOCs so far and this class is one of the best --- kuduos
to Rice & to these instructors for putting in the time, utilizing the
technology appropriately, and recognizing that teaching to 40,000+ students
online requires MUCH more than just video-taping lectures and posting them on
the web.


                "
"2340","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    Best programming class I've taken! Professors were engaging, effective,
humorous and intensely caring about the learning experience of students.


                "
"2341","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    This course was fantastic. It was my first real MOOC (aside from the
Mechanical MOOC on Python via P2PU) and I loved getting the videos from
dedicated professors. I learned a lot just by hearing/watching and it made the
mini-projects a lot easier to do. CodeSkulptor, which was custom-built for
this class, is a wonderful utility (and it has a few student-built games that
just blow you away!) I didn't interact on the forums at all, but from what I
hear, the community support was was top notch. I highly recommend this course
to beginners who want a moderate challenge in learning programming/Python.


                "
"2342","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    Amazing class, I think it would benefit people who want to start programming
as well as people that already know to program but want to learn more about
Python or interactive programming. It was a fun class and I enjoyed doing the
assignments. I had programming experience in other languages but I enjoyed a
lot the methodology and I learned many things in this class that apply to
other programming languages.


                "
"2343","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    Amazing class, I think it would benefit people who want to start programming
as well as people that already know to program but want to learn more about
Python or interactive programming. It was a fun class and I enjoyed doing the
assignments. I had programming experience in other languages but I enjoyed a
lot the methodology and I learned many things in this class that apply to
other programming languages.


                "
"2344","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    Really great course! Organization, materials, projects - top class. If you
like games and are looking for an introduction to programming, this course is
for you. Highly recommended!


                "
"2345","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","

                                    Sergey Dubinin
                                
","Completed",10,"1 review","1 completed","
                    Love the course! Very informative, easy way to learn the new language.
Documentation is a good source for learning, in addition to lectures. Class
forums and discussions are really great tool. Great stuff!


                "
"2346","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    Best MOOC I've taken. Fantastic Professors, Lectures, Mini-Projects,
Classmates and tools to learn Python. Went from absolutely no knowledge of
python to creating games like asteroids and blackjack. Would recommend to
anyone with an interest in programming. I really hope to see more courses from
the people involved in the class.


                "
"2347","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","1 completed","
                    Great course, with many resources available for help. The video lectures
generally provided every thing you needed to complete the weeks mini project.
The instructors worked great together.


                "
"2348","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","

                                    Dale Schaper
                                
","Completed",10,"1 review","1 completed","
                    I thought the only successful way to teach was to have a live instructor
teaching the class. In other words, I was anti-online classes. Well, this
class proved me wrong. I found myself feeling as if I was in a classroom and
completing the assignments so as to 'not let down my instructor'. Joe and
Scott are humorous and down to earth and at the same time 'got' their message
across and showed their skill and expertise. I learned much about interactive
programming in python and about making animated sprite sequences. For me I
cannot image taking this class without some previous python coding experience.
I found myself driven to complete the assignments and having fun doing it.
They gave lots of help to complete the assignments and the forums were a great
source of help. well worth the effort for what I learned -Dale


                "
"2349","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    This is a really great course. I couldn't imagine that i would be able to
write such games after such a short period of time. Had a lot of fun with the
classes, materials, games,...


                "
"2350","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","1 completed","
                    I never programmed in python but had a good programming experience in other
advance languages like Java and C++, VB and C sharp and much more. Having all
this experience beforehand, i never felt bored from this class and still think
that i have learnt alot more. I am also doing a Data Science course from
Coursera that is based on python. I would have otherwise struggled badly if it
wasnt for this course that was teaching me python's basic to advance concepts
like classes dictionaries. The tutors are excellent and have kept a light
hearted atmosphere throught the course due to which you never loose interest.


                "
"2351","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",8,"1 review","1 completed","
                    Excellent class. Pritty basic, but really funny and usefull. I am a programmer
and developer and just wanted to get the taste of the Python. But it gave me
more, I learned also to write programs more metodically.


                "
"2352","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",8,"1 review","1 completed","
                    Excellent course and very useful for beginners as well as pros. My only
recommendation is to move beyond a gaming based approach to the class.


                "
"2353","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    The interactive method of teaching is very beautiful. The lectures are light-
hearted, and enjoyable. This class is going to be lots of fun!


                "
"2354","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    I just finished taking this course in June 2013. It was my first GUI
programming course, not only in Python, but in any programming language. My
previous experience in C, Pascal, and Fortran had nothing to do with GUI
programming but they did help in understanding constructs such as 'if'
statements, loops, and functions. Some of the best topics I learned in this
class, however, include frames, timers, draw functions, sound, images, lists,
dictionaries, and object-oriented programming (OOP). I gained a firm
understanding of these topics through this course. I learned how powerful
these tools are and what I can do with them with regards to GUI programming.
Of the three MOOC classes I've taken so far, this course is without a doubt
the best and the most fun. I really enjoyed making games and the CodeSkulptor
application, the video lectures, and course exercises really localized the
material necessary to do so. I didn't have to go searching the Internet for
supportive material on topics I didn't understand. I look forward to applying
everything I've learned to making more games either in CodeSkulptor or some
other Python GUI application such as TkInter.....


                "
"2355","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    This course is very unique in terms of materials, teaching methods and
teachers themselves. Like it sooo much!


                "
"2356","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    I started a new job and needed to learn python. With this class i feel i have
the basics down so I can continue on my own to start reading the python code
that my job requires. This class was fun and I feel I learned much. If you
want to learn how to code in Python this is the class for you. Joe and Scott
are great teachers and very entertaining also.


                "
"2357","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    Excellent course. Very well taught, with a lot of work in it from the
professors. You really learn a lot.


                "
"2358","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    Great instructors and fun mini-projects! Great programming learning
environment. Class was well organized with supplemental material in the way of
notes and exercises.


                "
"2359","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    I had one quarter of programming in college but was interested in python and
also in video games. The course was amazingly organized. It progressed very
naturally but also in a way that kept my interest the whole time. Because of
my previous experience the early weeks were simple but I was able to spend my
time by adding creatively to my projects. By the final weeks, the new material
was enough to keep me satisfied. Overall, it's a great introduction to python
and programming for games. You can really tell that the instructors put in a
lot of time and effort to make the experience a good one. I highly recommend
this course.


                "
"2360","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    I am a biologist with a very small background in programing. My first contact
with object oriented programing was in this class and they really made
everything smooth. Great class, great teachers. Each week you are challenged
with a mini game project with the contents of the week's lectures. At first
you'll think you won't be able to handle it (I always did!) but then you'll
read the step by step instructions, look at the template they give you, you'll
visit discussion forums... and you'll ace it for sure. You always manage to
overcome yourself. That is an awesome feeling. I highly recommend this class.


                "
"2361","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    I had some experience with python, especifically with web2py. This course is
really easy on the first time learners and have enough details for the
initiated. Python is the perfect language to learn the basics of programming
and then moving on the most complex things. This course excels at both of
those approaches. It shows the need of getting the basics right and then teach
to use them in real applications. Joe Warren and Scott Rixner (teachers) seems
to really love teaching and sharing their knowledge, wich they have by the ton
(look for their online resumees and see for yourself). The coolest scientists
ever.


                "
"2362","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",9,"1 review","1 completed","
                    Scott and Joe take a refreshingly fun approach to teaching coding. This is a
fairly lightweight course designed to teach Python fundamentals to anyone with
basic logic skills. The projects are very well planned and build on each
other. A framework is provided for each project along with a step by step
approach to complete it, and the grading is designed to ensure success.
Although I've been coding software for many years, this course was challenging
enough to keep me interested throughout. I actually learned a lot of Python,
and more importantly, now I really understand how event driven object oriented
programming works! If you're prepared to commit the time, do the practice
exercises, and sort through the noise on the forums, you will get something
out of this course, whether you are new to programming or an experienced
hacker. I feel the course truly delivers on it's title: I've been provided
with ""An Introduction to Interactive Programming in Python"", and I can build
on this with other courses and my own development projects. Thanks to all
involved in making this course possible, and making it available for FREE!


                "
"2363","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","

                                    Nuno Lança
                                
","Completed",10,"1 review","1 completed","
                    I had no prior experience in programing, least of all in Python, and I found
this course to be absolutely brilliant. All aspects of the course are well
thought and provide more than necessary help to learn the basics of this
programing language, in a successful way. The workload tends to increase as
the course progresses and as the skills involved are more demanding. The
videos are very well done, with some good humor. The quizzes are adequate and
become really demanding at latter stages.


                "
"2364","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    Nice course for starting programmers. It's fun and the teachers are cool. I
didn't know anything about programming and this really helped. I now know how
to program in event driven programming and OO programming which helps a lot in
the future. I strongly recommend this course.


                "
"2365","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    I had previously taken one short course introduction to computer science that
did minimal programming in Java. That was the only previous experience and
exposure I had to programming. This class did a really great job of
introducing the subject and making it interesting with immediate feedback. I
didn't think it was too hard but I did spend a lot of time on it. I really
liked everything about this class and the only way I can think to improve it
would be to make it even longer and cover even more material or maybe have a
second advanced course. I highly recommend it to anyone learning to program.


                "
"2366","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","

                                    Hoanh Dai
                                
","Completed",10,"1 review","1 completed","
                    I have some basic experience with python before I token this class. I have a
lot of fun and enjoyed this class a lot. I learn how to write games and think
differently how to program in general. codeskulptor also make coding a lot
easier..


                "
"2367","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","

                                    Sandy Matthews
                                
","Completed",10,"1 review","1 completed","
                    I took one other programming course, but some of the concepts never sunk in.
Although Python is a different programming platform, the same concepts were
used and actually made sense to me. Learning a programming language by
developing games was genius. This class was so much fun, I was sad when it
came to an end. I did put a lot of time into the class, but it was well worth
it.


                "
"2368","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    I have programmed in several languages at various levels but really was
impressed with the course structure. Specifically, the quizzes. I have
developed several programming classes myself and wish my quizzes would have
been have as good at validating the students understanding of the material as
the ones in this course. If all you did was watch the videos and complete the
quizzes you would probably learn more than you would in most introductory
programming courses. Great Job. I hope you put together a more advanced course
in the future.


                "
"2369","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    This is an excellent course, but it will surely test your drive and mental
acumen. The weekly projects start off easily enough, but there's a high
difficulty spike around the mid-point, which can leave anyone but the most
hardened beginning programmers wondering if learning this new trade is worth
all of the anguish. Fortunately there is a highly active programming community
in the discussion forums, and most folks are very insightful. I heavily relied
on their abilities to make it through this class successfully. It's also
important to note the professors are very active in this community, and more
than willing to help a novice programmer who has lost his/her way. Take this
course if you're in the process of learning Python and have any interest in
videogames. It's wonderful.


                "
"2370","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",8,"1 review","1 completed","
                    Being an on again off again programmer and this my first exposure to python I
found the course well structured and paced. I do however, think a basic
understanding of programming should be pre-requisite for the course. The
course is well supported with video lectures, forum support, and code
examples, among other sources. Do be ready to invest some time working on your
programs, should the material / topic being covered seem fuzzy to you. All in
all this was a joy to partake in gave me a good basis for understanding
graphic and OOP within the python environment.


                "
"2371","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    The class material is very well organized and presented. Can be a bit too easy
for someone who already has some coding experience, as the first few lectures
go over very basic material. However, by the end, the student will have
grasped essential elements of Python and can take it from there. High quality
course.


                "
"2372","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","

                                    shilpa
                                
","Completed",10,"1 review","1 completed","
                    A few points I would like to share : I have been programming for 3 and half
years now but I have never enjoyed programming so much.The instructors were
really very friendly informative and gave us what was needed .The course was 9
weeks long could not imagine it went so fast .Only one suggestion is the
initial weeks were too slow did not have much to learn but going further the
other weeks were too fast . Would like more explanation for the vectors
concept .Otherwise I loved the course and the instructors.Kudos!


                "
"2373","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","

                                    Ruben Glatt
                                
","Completed",10,"1 review","1 completed","
                    The reason I took this course was to extend my knowledge to another
programming language and make some small steps in game development. I knew
from previous runs of the course that there was a focus on gaming and I did
not get disappointed. The staff was really showing that they enjoyed
everything about the subject and were fun and explained everything very
clearly. The course is pretty easy to follow and I wouldn't have minded if it
was just a little harder. If your english is good and you have a little
experience in coding you will get through the mini projects like a breeze.


                "
"2374","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    Awesome course! Thanks to Joe and Scott because they prepared a very good
material for teaching programming. This was the first time I programmed,
hopefully, the first of many many times!


                "
"2375","An Introduction to Interactive Programming in Python by Coursera","Joe Warren, Scott Rixner, John Greiner, Stephen Wong
                        ","Completed","Rice University
                            ","
                            This course is designed to be a fun introduction to the basics of programming in Python. Our main focus will be on building simple interactive games such as Pong, Blackjack and Asteroids.
                        ","2 years, 7 months ago","
                        
                            
                                Student
                            
                        
                    ","Completed",10,"1 review","1 completed","
                    I had no previous experience with Python prior and very little coding
experience. This course shines. The instructors feel like family after 9
weeks. I wish them well. The curriculum was clear and organized. There is a
resource for all areas where you struggle. This class was actually very fun.
cant wait for more of this kind of connectedness in my courses online. Thanks
Joe and Scott (and supporting staff/professors from Rice).


                "
